Original ID,Master Question,Category,Ground Truth,Answer,Source,has_ground_truth,source_relation
81,"Từ học kỳ 2 năm học 2025-2026, sinh viên chất lượng cao Khóa 51 nếu đạt loại Giỏi thì mức học bổng là bao nhiêu?",scholarship,Sẽ nhận được mức học bổng là 13.600.000 đồng/học kỳ,Sẽ nhận được mức học bổng là 13.600.000 đồng/học kỳ,Tài liệu phân bổ quỹ học bổng.md,True,single
82,"Trong đợt học bổng năm 2026, một suất Vallet hỗ trợ sinh viên với số tiền bao nhiêu?",scholarship,Mỗi suất học bổng trị giá 34.000.000 đồng,Mỗi suất học bổng trị giá 34.000.000 đồng,HB_Vallet_Chi_Tiet.md; HB_Vallet.md,True,any_valid
83,"Trong đợt học bổng năm 2026, xét học bổng Vallet theo thang 4 thì điểm trung bình tích lũy tối thiểu cần bao nhiêu?",scholarship,"Cần đạt điểm trung bình từ 3,0 trở lên trong các học kỳ chính khóa","Cần đạt điểm trung bình từ 3,0 trở lên trong các học kỳ chính khóa",HB_Vallet_Chi_Tiet.md,True,single
84,"Trong đợt học bổng năm 2026, có công bố bài báo nghiên cứu khoa học thì hồ sơ Vallet có được ưu tiên không?",scholarship,"Có, các công trình nghiên cứu khoa học được xem xét ưu tiên khi tuyển chọn","Có, các công trình nghiên cứu khoa học được xem xét ưu tiên khi tuyển chọn",HB_Vallet_Chi_Tiet.md,True,single
85,"Trong đợt học bổng năm 2026, học bổng Panasonic trao bao nhiêu tiền cho mỗi suất?",scholarship,Mỗi suất trị giá 30.000.000 đồng/năm học,Mỗi suất trị giá 30.000.000 đồng/năm học,HB_Panasonic.md,True,single
86,"Trong đợt học bổng năm 2026, với hoàn cảnh gia đình khó khăn, sinh viên cần GPA hệ 4 tối thiểu bao nhiêu để nộp hồ sơ Panasonic?",scholarship,"Yêu cầu đạt điểm trung bình từ 2,5 trở lên (theo thang điểm 4)","Yêu cầu đạt điểm trung bình từ 2,5 trở lên (theo thang điểm 4)",HB_Panasonic.md,True,single
87,"Trong năm học 2025-2026, chương trình SCC dự kiến trao tổng cộng bao nhiêu suất học bổng?",scholarship,Học bổng có tất cả 10 suất,Học bổng có tất cả 10 suất,HB_SCC.md,True,single
88,"Trong năm học 2025-2026, mỗi học bổng SCC có giá trị bao nhiêu?",scholarship,Mỗi suất trị giá 10.000.000 đồng,Mỗi suất trị giá 10.000.000 đồng,HB_SCC.md,True,single
89,"Trong năm học 2025-2026, muốn xét học bổng SCC thì kết quả học tập phải đạt mức nào?",scholarship,Sinh viên phải đạt Điểm trung bình tích lũy từ 3.2 trở lên,Sinh viên phải đạt Điểm trung bình tích lũy từ 3.2 trở lên,HB_SCC.md,True,single
Q023,"Theo quy định học vụ năm 2024, với sinh viên không có tín chỉ được công nhận/chuyển đổi làm giảm thời hạn học, chương trình được thiết kế trong 4,5 năm thì sinh viên được phép kéo dài tối đa đến bao lâu để hoàn tất?",academic_rules,"Thời gian học tập tối đa để hoàn thành chương trình đào tạo có thời gian thiết kế 4,5 năm là 9 năm.","Thời gian học tập tối đa để hoàn thành chương trình đào tạo có thời gian thiết kế 4,5 năm là 9 năm.",quychehocvu.md,True,single
Q032,Một môn học có thể gồm những loại điểm thành phần nào?,academic_rules,"Đối với học phần lý thuyết hoặc học phần lý thuyết kết hợp thực hành, điểm học phần được đánh giá qua tối thiểu hai điểm thành phần, bao gồm: điểm bài tập, điểm kiểm tra giữa kỳ, điểm thực hành, điểm đánh giá nhận thức, điểm tham gia thảo luận, điểm chuyên cần, điểm đồ án,... và điểm thi kết thúc học phần.

Đối với học phần thực hành, điểm học phần được tính bằng điểm trung bình của các bài thực hành.

Ngoài ra, đối với các học phần có khối lượng nhỏ hơn 02 tín chỉ, có thể chỉ có điểm của một loại hình đánh giá. Phương pháp đánh giá cụ thể cho từng học phần sẽ được công bố trong đề cương chi tiết học phần.","Đối với học phần lý thuyết hoặc học phần lý thuyết kết hợp thực hành, điểm học phần được đánh giá qua tối thiểu hai điểm thành phần, bao gồm: điểm bài tập, điểm kiểm tra giữa kỳ, điểm thực hành, điểm đánh giá nhận thức, điểm tham gia thảo luận, điểm chuyên cần, điểm đồ án,... và điểm thi kết thúc học phần.

Đối với học phần thực hành, điểm học phần được tính bằng điểm trung bình của các bài thực hành.

Ngoài ra, đối với các học phần có khối lượng nhỏ hơn 02 tín chỉ, có thể chỉ có điểm của một loại hình đánh giá. Phương pháp đánh giá cụ thể cho từng học phần sẽ được công bố trong đề cương chi tiết học phần.",quychehocvu.md,True,single
Q034,Nhà trường căn cứ vào những yếu tố nào để xác định hạng tốt nghiệp?,academic_rules,"Hạng tốt nghiệp của sinh viên được xác định căn cứ vào điểm trung bình chung tích lũy (ĐTBCTL) theo các mức cụ thể như sau:

*   **Loại xuất sắc:** từ 3,60 đến 4,00.
*   **Loại giỏi:** từ 3,20 đến 3,59.
*   **Loại khá:** từ 2,50 đến 3,19.
*   **Loại trung bình:** từ 2,00 đến 2,49.

Ngoài ra, hạng tốt nghiệp loại xuất sắc và loại giỏi sẽ bị giảm một mức nếu sinh viên thuộc một trong các trường hợp sau:
1. Có khối lượng các học phần bị điểm F vượt quá 5% so với tổng số tín chỉ quy định của chương trình đào tạo (không tính khối lượng học phần học cải thiện điểm bị điểm F).
2. Đã bị kỷ luật từ mức cảnh cáo cấp Trường trở lên trong thời gian học.","Hạng tốt nghiệp của sinh viên được xác định căn cứ vào điểm trung bình chung tích lũy (ĐTBCTL) theo các mức cụ thể như sau:

*   **Loại xuất sắc:** từ 3,60 đến 4,00.
*   **Loại giỏi:** từ 3,20 đến 3,59.
*   **Loại khá:** từ 2,50 đến 3,19.
*   **Loại trung bình:** từ 2,00 đến 2,49.

Ngoài ra, hạng tốt nghiệp loại xuất sắc và loại giỏi sẽ bị giảm một mức nếu sinh viên thuộc một trong các trường hợp sau:
1. Có khối lượng các học phần bị điểm F vượt quá 5% so với tổng số tín chỉ quy định của chương trình đào tạo (không tính khối lượng học phần học cải thiện điểm bị điểm F).
2. Đã bị kỷ luật từ mức cảnh cáo cấp Trường trở lên trong thời gian học.",quychehocvu.md,True,single
Q050,Kết quả học lực của sinh viên được chia thành các mức xếp loại nào?,academic_rules,"Xếp loại học lực của sinh viên được chia thành các mức sau:

*   **Loại xuất sắc:** Điểm trung bình chung học kỳ (ĐTBCHK) hoặc điểm trung bình chung năm học (ĐTBCNH) đạt từ 3,60 đến 4,00.
*   **Loại giỏi:** ĐTBCHK/ĐTBCNH đạt từ 3,20 đến 3,59.
*   **Loại khá:** ĐTBCHK/ĐTBCNH đạt từ 2,50 đến 3,19.
*   **Loại trung bình:** ĐTBCHK/ĐTBCNH đạt từ 2,00 đến 2,49.
*   **Loại yếu:** ĐTBCHK/ĐTBCNH đạt từ 1,00 đến 1,99.
*   **Loại kém:** ĐTBCHK/ĐTBCNH đạt dưới 1,00.","Xếp loại học lực của sinh viên được chia thành các mức sau:

*   **Loại xuất sắc:** Điểm trung bình chung học kỳ (ĐTBCHK) hoặc điểm trung bình chung năm học (ĐTBCNH) đạt từ 3,60 đến 4,00.
*   **Loại giỏi:** ĐTBCHK/ĐTBCNH đạt từ 3,20 đến 3,59.
*   **Loại khá:** ĐTBCHK/ĐTBCNH đạt từ 2,50 đến 3,19.
*   **Loại trung bình:** ĐTBCHK/ĐTBCNH đạt từ 2,00 đến 2,49.
*   **Loại yếu:** ĐTBCHK/ĐTBCNH đạt từ 1,00 đến 1,99.
*   **Loại kém:** ĐTBCHK/ĐTBCNH đạt dưới 1,00.",quychehocvu.md,True,single
Q076,Vi phạm trong thi hoặc kiểm tra thì sinh viên có thể bị áp dụng những mức xử lý nào?,academic_rules,"Sinh viên vi phạm các quy định về thi và kiểm tra có thể bị xử lý bằng các hình thức kỷ luật sau đây:

1. **Khiển trách:** Áp dụng đối với các lỗi như nhìn bài của người khác hoặc trao đổi, thảo luận với người khác. Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó. Nếu bị khiển trách 2 lần trong một năm học, sinh viên sẽ bị kỷ luật cảnh cáo toàn đơn vị đào tạo.

2. **Cảnh cáo:** Áp dụng đối với các lỗi như đã bị khiển trách một lần nhưng vẫn tiếp tục vi phạm trong cùng buổi thi; trao đổi giấy nháp; chép bài hoặc để người khác chép bài; không chấp hành sự quản lý hoặc có thái độ thiếu tôn trọng cán bộ coi thi. Sinh viên bị cảnh cáo sẽ bị trừ 50% điểm số của lần thi/kiểm tra đó. Nếu bị cảnh cáo 2 lần trong một năm học, sinh viên sẽ bị kỷ luật cảnh cáo toàn Trường.

3. **Đình chỉ thi:** Áp dụng đối với các lỗi như đã bị cảnh cáo một lần nhưng vẫn tiếp tục vi phạm; mang vật dụng không được phép vào phòng thi; sử dụng giấy nháp hoặc bài làm của người khác; đưa đề thi ra ngoài hoặc nhận bài giải từ ngoài vào; có hành động gây rối hoặc đe dọa cán bộ coi thi/sinh viên khác. Sinh viên bị đình chỉ thi sẽ nhận điểm 0 cho lần thi/kiểm tra đó. Nếu bị đình chỉ thi 2 lần trong một năm học, sinh viên sẽ bị đình chỉ học tập 1 năm; nếu tái phạm sẽ bị buộc thôi học.

4. **Xử lý thi hộ:** Áp dụng cho cả người thi hộ và người nhờ thi hộ.
   - Vi phạm lần thứ nhất: Người nhờ thi hộ nhận điểm 0 học phần đó và bị đình chỉ học tập 1 năm; người thi hộ bị đình chỉ học tập 1 năm.
   - Vi phạm lần thứ hai (trong cả khóa học): Buộc thôi học.

Ngoài ra, tùy theo mức độ vi phạm, các trường hợp khác sẽ do Hội đồng kỷ luật của Trường xem xét và quyết định hình thức xử lý cụ thể.","Sinh viên vi phạm các quy định về thi và kiểm tra có thể bị xử lý bằng các hình thức kỷ luật sau đây:

1. **Khiển trách:** Áp dụng đối với các lỗi như nhìn bài của người khác hoặc trao đổi, thảo luận với người khác. Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó. Nếu bị khiển trách 2 lần trong một năm học, sinh viên sẽ bị kỷ luật cảnh cáo toàn đơn vị đào tạo.

2. **Cảnh cáo:** Áp dụng đối với các lỗi như đã bị khiển trách một lần nhưng vẫn tiếp tục vi phạm trong cùng buổi thi; trao đổi giấy nháp; chép bài hoặc để người khác chép bài; không chấp hành sự quản lý hoặc có thái độ thiếu tôn trọng cán bộ coi thi. Sinh viên bị cảnh cáo sẽ bị trừ 50% điểm số của lần thi/kiểm tra đó. Nếu bị cảnh cáo 2 lần trong một năm học, sinh viên sẽ bị kỷ luật cảnh cáo toàn Trường.

3. **Đình chỉ thi:** Áp dụng đối với các lỗi như đã bị cảnh cáo một lần nhưng vẫn tiếp tục vi phạm; mang vật dụng không được phép vào phòng thi; sử dụng giấy nháp hoặc bài làm của người khác; đưa đề thi ra ngoài hoặc nhận bài giải từ ngoài vào; có hành động gây rối hoặc đe dọa cán bộ coi thi/sinh viên khác. Sinh viên bị đình chỉ thi sẽ nhận điểm 0 cho lần thi/kiểm tra đó. Nếu bị đình chỉ thi 2 lần trong một năm học, sinh viên sẽ bị đình chỉ học tập 1 năm; nếu tái phạm sẽ bị buộc thôi học.

4. **Xử lý thi hộ:** Áp dụng cho cả người thi hộ và người nhờ thi hộ.
   - Vi phạm lần thứ nhất: Người nhờ thi hộ nhận điểm 0 học phần đó và bị đình chỉ học tập 1 năm; người thi hộ bị đình chỉ học tập 1 năm.
   - Vi phạm lần thứ hai (trong cả khóa học): Buộc thôi học.

Ngoài ra, tùy theo mức độ vi phạm, các trường hợp khác sẽ do Hội đồng kỷ luật của Trường xem xét và quyết định hình thức xử lý cụ thể.",quychehocvu.md,True,single
R11,Diện xét tuyển thẳng phải trải qua giai đoạn học bổ sung kiến thức trong thời gian bao lâu?,academic_rules,Học sinh được xét tuyển thẳng phải học bổ sung kiến thức trong thời gian một năm (gồm học kỳ I và học kỳ II).,Học sinh được xét tuyển thẳng phải học bổ sung kiến thức trong thời gian một năm (gồm học kỳ I và học kỳ II).,2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True,single
R12,Chương trình bổ sung kiến thức cho học sinh xét tuyển thẳng gồm bao nhiêu tín chỉ?,academic_rules,"Chương trình học gồm 4 môn học (Toán học, Ngữ văn, Tiếng Anh, Tin học), tổng cộng 600 tiết (300 tiết lý thuyết, 300 tiết thực hành), tương ứng với 40 tín chỉ.","Chương trình học gồm 4 môn học (Toán học, Ngữ văn, Tiếng Anh, Tin học), tổng cộng 600 tiết (300 tiết lý thuyết, 300 tiết thực hành), tương ứng với 40 tín chỉ.",2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True,single
R13,"Trong chương trình bồi dưỡng kiến thức cho học sinh xét tuyển thẳng theo quy định năm 2020, vắng quá 20% số tiết của môn học thì còn được dự thi cuối kỳ không?",academic_rules,"Không, học sinh nghỉ quá 20% số tiết ở môn học nào (kể cả có lý do và không có lý do) thì không được dự thi môn học đó trong học kỳ.","Không, học sinh nghỉ quá 20% số tiết ở môn học nào (kể cả có lý do và không có lý do) thì không được dự thi môn học đó trong học kỳ.",2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True,single
R14,"Với học sinh xét tuyển thẳng, điểm tổng kết môn được ghép từ điểm kiểm tra và điểm thi theo tỷ trọng nào?",academic_rules,Điểm tổng kết môn học là điểm trung bình chung của 2 lần kiểm tra (hệ số 1) và 2 lần thi (hệ số 2).,Điểm tổng kết môn học là điểm trung bình chung của 2 lần kiểm tra (hệ số 1) và 2 lần thi (hệ số 2).,2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True,single
R15,Điều kiện để học sinh sau năm bổ sung kiến thức được xét tuyển vào đại học là gì?,academic_rules,"Điều kiện để được xét tuyển vào đại học là: thi đủ 4 môn cuối mỗi học kỳ; điểm trung bình chung năm học đạt từ 5,0 điểm trở lên và điểm tổng kết môn học đạt trên 1,0 điểm; xếp loại rèn luyện cả năm đạt từ Khá trở lên.","Điều kiện để được xét tuyển vào đại học là: thi đủ 4 môn cuối mỗi học kỳ; điểm trung bình chung năm học đạt từ 5,0 điểm trở lên và điểm tổng kết môn học đạt trên 1,0 điểm; xếp loại rèn luyện cả năm đạt từ Khá trở lên.",2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True,single
R21,CTU áp dụng mô hình ba học kỳ chính kể từ thời điểm nào?,academic_rules,Trường Đại học Cần Thơ tổ chức giảng dạy và học tập 3 học kỳ chính kể từ Học kỳ 2 năm học 2024 - 2025.,Trường Đại học Cần Thơ tổ chức giảng dạy và học tập 3 học kỳ chính kể từ Học kỳ 2 năm học 2024 - 2025.,3hk.md,True,single
R22,"Theo lịch ba học kỳ, mỗi học kỳ chính của CTU có thời lượng bao nhiêu tuần?",academic_rules,Một học kỳ kéo dài 15 tuần.,Một học kỳ kéo dài 15 tuần.,3hk.md,True,single
R23,15 tuần của một học kỳ chính được phân bổ như thế nào?,academic_rules,"Khoảng thời gian 15 tuần của học kỳ chính bao gồm: 11 tuần dạy và học, 01 tuần dự trữ và tổ chức thi những học phần thi riêng, 01 tuần tổ chức thi những học phần riêng còn lại, 01 tuần tổ chức thi những học phần thi chung và 01 tuần xử lý kết quả.","Khoảng thời gian 15 tuần của học kỳ chính bao gồm: 11 tuần dạy và học, 01 tuần dự trữ và tổ chức thi những học phần thi riêng, 01 tuần tổ chức thi những học phần riêng còn lại, 01 tuần tổ chức thi những học phần thi chung và 01 tuần xử lý kết quả.",3hk.md,True,single
R24,"Học kỳ 1, 2 và 3 của CTU tương ứng với các khoảng tuần nào trong năm?",academic_rules,Học kỳ 1 từ tuần thứ 37 đến tuần thứ 51 của năm; Học kỳ 2 từ tuần thứ 01 đến tuần thứ 17 của năm (bao gồm 2 tuần nghỉ Tết Nguyên Đán); Học kỳ 3 từ tuần thứ 20 đến tuần thứ 34 của năm.,Học kỳ 1 từ tuần thứ 37 đến tuần thứ 51 của năm; Học kỳ 2 từ tuần thứ 01 đến tuần thứ 17 của năm (bao gồm 2 tuần nghỉ Tết Nguyên Đán); Học kỳ 3 từ tuần thứ 20 đến tuần thứ 34 của năm.,3hk.md,True,single
R16,Khoản vay theo Quyết định 29 được phép dùng cho những mục đích chi tiêu nào?,student_loan,"Người học được vay vốn để trang trải học phí, sinh hoạt phí và chi phí học tập khác.","Người học được vay vốn để trang trải học phí, sinh hoạt phí và chi phí học tập khác.",VayVonChoSinhVienKyT.md,True,single
R17,Ngành máy tính và công nghệ thông tin có nằm trong nhóm được vay theo chương trình tín dụng của Quyết định 29 không?,student_loan,"Có, sinh viên ngành Máy tính và công nghệ thông tin (mã ngành 748, thạc sĩ 848, nghiên cứu sinh 948) thuộc đối tượng được vay vốn theo Quyết định 29.","Có, sinh viên ngành Máy tính và công nghệ thông tin (mã ngành 748, thạc sĩ 848, nghiên cứu sinh 948) thuộc đối tượng được vay vốn theo Quyết định 29.",VayVonChoSinhVienKyT.md,True,single
R18,Sinh viên năm nhất muốn vay vốn theo Quyết định 29 phải đáp ứng điều kiện học tập nào?,student_loan,"Sinh viên năm thứ nhất phải đáp ứng một trong hai điều kiện: (1) có đồng thời cả ba năm học THPT đạt kết quả học tập từ khá trở lên, hoặc (2) đạt điểm trung bình môn lớp 12 của các môn Toán, Vật lý, Hóa học, Sinh học từ 8 điểm trở lên.","Sinh viên năm thứ nhất phải đáp ứng một trong hai điều kiện: (1) có đồng thời cả ba năm học THPT đạt kết quả học tập từ khá trở lên, hoặc (2) đạt điểm trung bình môn lớp 12 của các môn Toán, Vật lý, Hóa học, Sinh học từ 8 điểm trở lên.",VayVonChoSinhVienKyT.md,True,single
R19,"Theo chương trình vay vốn của Quyết định 29 được nêu trong tài liệu, từ năm học thứ hai sinh viên phải đạt kết quả học tập ra sao mới đủ điều kiện vay?",student_loan,Cần có kết quả học tập trung bình các môn học đạt loại giỏi trở lên tại năm trước liền kề năm đề nghị vay vốn.,Cần có kết quả học tập trung bình các môn học đạt loại giỏi trở lên tại năm trước liền kề năm đề nghị vay vốn.,VayVonChoSinhVienKyT.md,True,single
R20,Sinh viên hệ chính quy cần đến đâu để xin xác nhận phục vụ hồ sơ vay vốn?,student_loan,Sinh viên hình thức chính quy thực hiện thủ tục cấp giấy xác nhận tại văn phòng Phòng Công tác Sinh viên.,Sinh viên hình thức chính quy thực hiện thủ tục cấp giấy xác nhận tại văn phòng Phòng Công tác Sinh viên.,VayVonChoSinhVienKyT.md,True,single
R96,Hồ sơ vay vốn ở lần đầu và những năm sau dùng các mẫu phụ lục nào?,student_loan,Khi vay vốn lần đầu sử dụng mẫu Phụ lục I; đối với các năm tiếp theo sử dụng mẫu Phụ lục II.,Khi vay vốn lần đầu sử dụng mẫu Phụ lục I; đối với các năm tiếp theo sử dụng mẫu Phụ lục II.,VayVonChoSinhVienKyT.md,True,single
R97,Học viên cao học hoặc nghiên cứu sinh cần xin xác nhận vay vốn ở đơn vị nào?,student_loan,Học viên thạc sĩ và nghiên cứu sinh thực hiện thủ tục cấp giấy xác nhận tại văn phòng Khoa Sau đại học.,Học viên thạc sĩ và nghiên cứu sinh thực hiện thủ tục cấp giấy xác nhận tại văn phòng Khoa Sau đại học.,VayVonChoSinhVienKyT.md,True,single
51,"Theo chính sách mua thiết bị học trực tuyến ban hành năm 2022, mức vay vốn ưu đãi tối đa để mua máy tính học trực tuyến là bao nhiêu?",student_loan,"Mức vốn vay tối đa là 10 triệu đồng/học sinh, sinh viên","Mức vốn vay tối đa là 10 triệu đồng/học sinh, sinh viên",VayVonMuaMayTinh.md,True,single
52,"Theo chính sách mua thiết bị học trực tuyến ban hành năm 2022, lãi suất cho vay mua máy tính học trực tuyến là bao nhiêu?",student_loan,"Lãi suất cho vay là 1,2%/năm","Lãi suất cho vay là 1,2%/năm",VayVonMuaMayTinh.md,True,single
53,"Theo chính sách mua thiết bị học trực tuyến ban hành năm 2022, khoản vay để mua máy tính phục vụ học trực tuyến được kéo dài tối đa trong bao lâu?",student_loan,Thời hạn cho vay tối đa là 36 tháng,Thời hạn cho vay tối đa là 36 tháng,VayVonMuaMayTinh.md,True,single
54,"Theo chính sách mua thiết bị học trực tuyến ban hành năm 2022, sinh viên thuộc hộ gia đình khó khăn do bố hoặc mẹ mất vì Covid-19 có được vay mua máy tính không?",student_loan,"Có, sinh viên có bố hoặc mẹ mất do dịch Covid-19 thuộc đối tượng vay vốn","Có, sinh viên có bố hoặc mẹ mất do dịch Covid-19 thuộc đối tượng vay vốn",VayVonMuaMayTinh.md,True,single
55,"Theo chính sách mua thiết bị học trực tuyến ban hành năm 2022, sinh viên mua máy tính có thể trực tiếp đứng tên vay vốn trong trường hợp nào?",student_loan,Khi đã đủ 18 tuổi và hộ gia đình không còn thành viên nào đủ 18 tuổi trở lên hoặc thành viên còn lại không còn đủ năng lực hành vi dân sự,Khi đã đủ 18 tuổi và hộ gia đình không còn thành viên nào đủ 18 tuổi trở lên hoặc thành viên còn lại không còn đủ năng lực hành vi dân sự,VayVonMuaMayTinh.md,True,single
15,Thuộc hộ nghèo hoặc diện tàn tật thì sinh viên được trợ cấp xã hội mỗi tháng ở mức nào?,social_support,Mức trợ cấp là 100.000 đồng/1 sinh viên/1 tháng,Mức trợ cấp là 100.000 đồng/1 sinh viên/1 tháng,TCXH.md,True,single
16,Em là sinh viên dân tộc thiểu số thuộc hộ nghèo thì được hỗ trợ chi phí học tập bao nhiêu?,social_support,Mức hỗ trợ bằng 60% mức lương tối thiểu chung,Mức hỗ trợ bằng 60% mức lương tối thiểu chung,66_2013.md,True,single
